Sergio Fajardo hizo el oso en Bogota|Sergio Fajardo hacer_el_oso Bogota|-3
Alonso Rodríguez Pachón en Twitter: ;Muy acertado.… ;| muy acert    |5
Hernán Cadavid M. en Twitter: ;Fórmula vicepresidencial de @petrogustavo.;Muy bien, sigan así.… ;| formul @petrogustav  muy bien  sig asi …    |5
Andres Charry en Twitter: ;Juan Manuel Galan  decía ;Al escuchar al Senador Gustavo Petro,  aveces tengo la impresión escuchar a Luis Carlos Galan, ojalá obviamente el senador Petro no corra la misma suerte que Galan; ;;Video tomado de @DanielRMed ;;Cc @petrogustavo… https://t.co/lyB51vr92t;| juan manuel gal  dec  escuch senador _gustavo_petro   aveces impresion escuch gal  ojal obvi senador petr no corr suerte gal    tom @danielrm   @petrogustavo…     |3
Pedro Moreira Peña en Twitter: ;Apreciado doctor, buen dia. Pensé que la 2da vuelta ya estaba dada entre Duque y Petro. Por favor podría explicarme para qué fueron las elecciones de la semana pasada, y cuándo se resuelve esto… https://t.co/QgT8PHEqyK;| apreci doctor  buen dia  pense dad duque petr  favor podr explicarme elecciones seman pas  resuelve      |2
Rafael Guarín en Twitter: ;Petro divide el Partido Verde y desde las filas de Fajardo y López compiten en descalificaciones verbales con Petro. ¿Esa es la nueva política o esa es la vieja política disfrazada de nueva?;| petr divide part verde fil fajard lopez compiten descalific petr  nuev politic viej politic disfraz nueva?       |-2
Luxiana en Twitter: ;Hollman acabo de leerlo es un plan de gobierno tan perfecto que por eso creo que los demás políticos para desacreditar a Petro dicen que es populista ... Debemos empezar a creer en un cambio todo es un proceso no sé cuál es el.miedo? Petro está rodeado por buenas personas ...… https://t.co/75isRE97Wt;| hollm acab leerl plan perfect cre politic desacredit petr popul     debem cre cambi proces no miedo? petr rode buen person            |2
VerTvNoticias en Twitter: ;EE.UU restringirá las transacciones financieras que involucren al Petro - https://t.co/AehhN1BwvR… ;| EE UU restring transacciones financ involucren petr    |-4
Arturo Vidal en Twitter: ;Ojalá así sea señora vice. El país lo necesita. Necesitamos cambiar la historia de los últimos 200 y pico de años… https://t.co/omQqDwIrBr;| ojal señor vice  pais necesit  necesit cambi histori ultim 200 pic años…    |5
normando en Twitter: ;🎈 La lucha contra la corrupción no se improvisa #PetroPresidente;; ... que dejen de improvisar los q ahora quieren darselas de anticorruptos y están untaditos de mermelada de frambuesa. @PinzonBueno @German_Vargas @JuanManSantos @IvanDuque @AlvaroUribeVel , etc...… https://t.co/4PlPKAmjWZ;| 🎈 luch corrupcion no improvis #petropresidente       dejen improvis quieren darsel anticorrupt untadit mermel frambues  @pinzonbuen @german_varg @juanmansant @ivanduque @alvarouribevel       |3
Miguel Lacouture A® en Twitter: ;De dónde creen que sale esta Noticia? Tienes varias opciones, la primera son los seguidores  @ColombiaHumana_.… ;| donde creen sale noticia? tienes opciones  seguidores  @colombiahumana_     |0
YoNoSéFilosofar en Twitter: ;Petro vs:;Uribe;Duque;Ramírez ;Ordóñez;Martínez Neira;Claudia y Clara López ;Angélica Lozano;De la Calle ;Los Galán;Lara (hijo);Vargas Lleras ;Los Santos: (padre, hijos y primos);Ardila lule;Caracol ;RCN;Registraduria.;Por favor hagan fila que a todos se les atiende. Gracias.;| petr vs  uribe duque ramirez  ordoñez martinez neir claudi clar lopez  angelic lozan  galan lar (hijo) ller  sant  (padre  hij primos) ardil lule caracol  rcn registraduri  favor fil atiende  graci    |-3
Raquel Navarro en Twitter: ;el sr petro esta antojado de volver a colombia como venezuela.… ;| petr antoj volv colombi venezuel    |-1
Pablo Honey no amnesiac. en Twitter: ;No a tratar de adoctrinar votantes de Fajardo; que en las calles y entre las familias son tan difíciles de conseguir.… https://t.co/pkud0LjgMM;| No trat adoctrin votantes fajard  calles famili dificiles   |0
Hassan Nassar en Twitter: ;Quienes buscan una alianza entre Fajardo, De La Calle y Petro antes de la primera vuelta presidencial han considerado otro escenario, por ejemplo: si no pasa ninguno de los tres a la segunda vuelta por quién van a votar? en blanco, con tapabocas, o se van a abstener?;| quienes busc alianz fajard  _de_la_calle petr presidencial consider escenari   no quien votar? blanc  tapaboc  abstener?    |0
Víctor Boekhoudt en Twitter: ;2010 el senador @petrogustavo denuncia a los Nules y Samuel Moreno; CITÓ A Odebrecht y ¡LA GRAN PRENSA CALLÓ TODA! https://t.co/CpGWbRo0AG 🤔… https://t.co/FAtKzFsMxT;| 2010 senador @petrogustav denunci nules samuel  cit odebrecht ¡la prens call toda! 🤔…   |3
Ma Fernanda ⚖ en Twitter: ;Y deje de comparar a Petro con Galan, respete la memoria de un gran lider. A ustedes les falta mucho para eso. Solo odio y resentimiento es lo que transmiten.… https://t.co/s2ByxS98yP;| compar petr gal  respete memori lid  falt  sol odi resent transmiten    |-2
Gloria Ortega Pérez en Twitter: ;. Ojo con esta cuenta: @petrogustavu de 400 seguidores y contenidos abusivos y hasta idiotas. La cuenta oficial del político y candidato #PetroPresidente es @petrogustavo Informese bien. RT #QueGracias;|   cuent  @petrogustavu seguidores conten abus idiot  cuent oficial politic candidat #petropresidente @petrogustav informese bien  #quegraci     |4
Carlos Pérez Muriel en Twitter: ;Bueno, pues si las cosas son así de apocalípticas, entonces propongan algo en positivo, pero que sea algo distinto a que @petrogustavo se retire, pedido además irrespetuoso; es como el tema de Fania que canta el gran Héctor Lavoe «QUÍTATE TU PA PONERNE YO» https://t.co/AElenVDgbw… https://t.co/3OcmwGkQGF;| buen  apocalipt  propong posit  distint @petrogustav retire  ped ademas irrespetu  tem fani cant hector         |0
Eloy Gutierrez en Twitter: ;Y así, @ClaudiaLopez  seguirá destilando su veneno contra todos los que se acerquen a la campaña de @petrogustavo si pudo hacerlo contra @angelamrobledo lo hará contra cualquiera, que mujer (o lo que sea) tan perversa!;|  @claudialopez  segu destil venen acerquen campañ @petrogustav hacerl @angelamrobled har  muj perversa!     |-3
Diego F. Gallego O. en Twitter: ;Señor #GustavoPetro usted nunca es ni será Galán, ni Gaitán, ni nada que se le parezca!! Partiendo que ellos no fueron guerrilleros ya por ahí hay una abismal diferencia!!;| señor #gustavopetr será galan  gaitan  nada parezca!! part no guerriller abismal diferencia!!    |-1
TUITERMAN en Twitter: ;Sr. Presidente @AndresPastrana_ para qué publicó que el bruto de Maduro es Colombianos, si con @petrogustavo tenemos!… https://t.co/gOGnzz2kXg;| Sr  presidente @andrespastrana_ public brut madur  @petrogustav tenemos!…   |-1
Jesse Fonseca Camacho en Twitter: ;La.Fórmula.perfecta del socialismo del siglo XXI en Colombia, Petro Robledo timochenko las FARC al poder… https://t.co/OzU9SGws7d;| formul perfect social sigl xxi  petr robled timochenk farc poder…   |-5
Nani Torre en Twitter: ;Que lucido el padre de Petro. Su hijo no salió a el. #SuyitLuchaPorSuAmor;| luc padre petr  no sal  #suyitluchaporsuamor   |-1
Daniel Restrepo M en Twitter: ;Los viejos se cansaron y se rindieron y se dieron a la tarea de hacernos creer a todos que, como ellos no pudieron, no se puede. Ha pasado así desde siempre, no toda experiencia es sabiduría… https://t.co/BEaTS19wDI;| viej cans rind dieron tare hacern cre  no pud  no  pas  no experiente sabiduria…   |2
olmes betancur betancur en Twitter: ;O el final, las probabilidades de GUSTAVO PETRO son complicadas y con ayuda de personas respetadas como @DCoronell a dividir complican mas,cada quién tiene un precio, cual es de los periodistas? mi voto asi pierda es por petro,no veo mas opción .… https://t.co/if4JZWfQwY;| final  probabil _gustavo_petro complic ayud person respet @dcoronell divid complic quien preci  periodistas? vot pierd petr no opcion     |2
Jóvenes Con Petro en Twitter: ;Hoy hicimos parte de la manifestación #NosUnimosONosHundimos, pues estamos del lado de esa enorme mayoría que considera que sólo unidas las decentes le ganaremos a los que tienen al país en la olla. Como siempre, la Sede Nacional @ColombiaHumana_  recibió con la puerta abierta.… https://t.co/P7y07pYugD;| manifest #nosunimosonoshund  enorme mayor consider solo unidas decentes gan pais olla   @colombiahumana_  recib abiert     |5
Edu ‘l Guerrero en Twitter: ;@ClaudiaLopez lastima que se le activo la pepa, por que cuando era más centrada y calmada tenía más apoyo y credibilidad .... #labodegadepetro;| @claudialopez lastim activ pep  más centr calm más apoy credibil      #labodegadepetr   |4
Fighter en Twitter: ;El degenerado Maduro malgastando dinero para esparcir la droga narcosocialista en el continente apoya a @petrogustavo y @lopezobrador_ mientras que nuestra gente se extingue por falta de vacunas y transplantados como Mary Hernandez estan en peligro de muerte sin inmunosupresores… https://t.co/3GizfajPHE;| degener madur malgast diner esparc drog narcosocial continente apoy @petrogustav @lopezobrador_ gente extingue falt vacun transplant peligr muerte inmunosupresores…     |-5
Jp  #112 en la #BodegaDePetro en Twitter: ;Como dicen que una imagen vale más que mil palabras. Pensé que lo captarías. ¡Suerte!… https://t.co/DJQAR6ueAh;| vale más mil palabr  pense captar  ¡suerte!…   |3
Sofy Casas en Twitter: ;Una imagen q lo dice todo:;Fajardo pensando q le puede preguntar a Google, De La Calle resignado, Petro pensando q le puede expropiar a Duque y Duque...Dándoles sopa, seco, jugo y postre, en economía, salud, seguridad y democracia. #DuqueEsElQueEs #DuquePresidente2018… https://t.co/DQH4eynbD9;|  fajard pens pregunt google  _de_la_calle resign  petr pens expropi duque duque   dandoles sop  sec  jug postre  econom  salud  segur democraci  #duqueeselquees #duquepresidente2018…     |3
daniel felipe gomez en Twitter: ;En la coalición esta la mayoria verde,mayoria polo, liberales, y centro derecha, petro pierde con todos en segunda vuelta, hasta con el mismo fajardo, y no es invento mío, aparece en todas las encuestas, el unico que le gana a duque y lleras en segunda es fajardo.… https://t.co/uxi5woPd1w;| coalicion mayori verde mayori pol  liberales  centr derech  petr pierde  fajard  no invent  aparece encuest  unic gan duque ller fajard    |4
Manuel Garcia en Twitter: ;como los que recibieron subsidios no reembolsables de Agro Ingreso Seguro? como los quedan mercados y almuerzo para que vayan a las plazas? o como Duque que promete subsidios como 200 mil pesos a los ancianos?… https://t.co/GgRLmd3Ruu;| recib subsidi no reembols _agro_ingreso  merc almuerz vay plaz  duque promete subsidi 200 ancian      |-1
¡A la carga! en Twitter: ;Pssst, @ClaudiaLopez, te quiero pedir un favor...;;¡Nunca cambies! No te calles, no te cortes... sigue así, por favor, sigue y sigue. ¡Es más: deberías dar el doble de declaraciones y entrevistas cada día! Con tu ayuda, con tu trabajo invaluable, haremos a #PetroPresidente 👍👍👍… https://t.co/xISWoLdpcO;|  @claudialopez  quier ped favor      nunc cambies  No calles  no cortes    sigue  favor  sigue sigue   más  deber doble declar entrev dia  ayud  invalu  harem #petropresidente 👍👍👍      |3
Natalie Trujillo en Twitter: ;Petro brillante.… ;| petr brillante      |5
Julián en Twitter: ;Estas son las pruebas que yo te do acerca de los sabotajes… https://t.co/0F8Luqz2Bk;| prueb acerc sabotajes     |1
ilo cancelara en Twitter: ;Bien pueda @sergio_serrano_  En la #BodegaDePetro hay espacio suficiente. Siga, acomódese en el sitio que más le guste, tómese un tintico y opine. Su pensamiento es bienvenido para sumar apoyos por @petrogustavo y la #ColombiaHumana… https://t.co/pFJjnHsLq3;| bien pued @sergio_serrano_  #bodegadepetr espaci suficiente   acomodese siti más guste  tomese tintic opine  pensamient bienven sum apoy @petrogustav #colombiahuman    |5
Andrés Trece en Twitter: ;Está taaan brutal. A compartirlo los de #LaBodegaDePetro… ;| esta brutal  compartirl #labodegadepetr      |-3
Jonathan Afanador en Twitter: ;JAJAJAJAJAJAJAJA A… https://t.co/KED7fYnh7i;| jajajajajajajaj    |3
John Montoya en Twitter: ;Lo q no entiendes es q el país está primero. Y yo conozco a Claudia y sé q es más como Petro q como Fajardo.… https://t.co/zfaoreVuzk;| no entiendes pais  conozc claudi más petr fajard     |3
Gabriel Benavides en Twitter: ;Si de #MujeresBerracas se trata estas si se merecen ese calificativo @angelamrobledo @AidaAvellaE @PizarroMariaJo Bien rodeado @petrogustavo y la #ColombiaHumana… https://t.co/4TOH5zERXo;| Si #mujeresberrac trat merecen calificat @angelamrobled @aidaavellae @pizarromariaj bien rode @petrogustav #colombiahuman    |5
Andres Charry en Twitter: ;Mientras Peñalosa desprecia y segrega a los habitantes de Soacha porque no pertenecen a la rancia oligarquía de la que el proviene...;;Nosotros #ColombiaHumana regresamos a la plaza a decir Soacha es Colombia #PetroEnSoacha… https://t.co/wkPuIey2ji;| mientr peñal despreci segreg habit no pertenecen ranci oligarqu proviene     nosotr #colombiahuman regres plaz #petroensoach    |2
Cristian Zuluaga en Twitter: ;Asamblea Ciudadana por la Colombia Humana - Medellín, Ciudad del Río.;¡Se vale soñar una era de paz para Colombia! #AngelaRobledoLaVice #PetroPresidente ;@petrogustavo @JovenAntHumana @HOLLMANMORRIS @jerojasrodrigue @angelamrobledo @MoisesAlvaro_ @periodista19… https://t.co/GULG5crIXd;| ciudadan _Colombia_Humana medellin  ciud rio   vale soñ paz  #angelarobledolavice #petropresidente  @petrogustav @jovenanthuman @hollmanmorris @jerojasrodrigue @angelamrobled @moisesalvaro_ @periodista19     |4
✞Andy🎈 en Twitter: ;¿Qué le pasa a Claudia? La desconozco, francamente. Ha sido una semana macabra. ¿Habrá un rencor oculto contra Petro? Los ataques sí son personales y con odio. Yo la quiero a ella por todo el bien que ha hecho al país y al debate y ella es honrada. Está muy loco el ultra centro;|  claudi  desconozc  franc  seman macabr   rencor ocult petr  ataques sí personales odi  quier bien pais debate honr  loc ultra centr       |0
Yeyxon Galarraga en Twitter: ;Voy a dejar de seguir a caracol, sólo son críticas para nuestro candidato, el candidato del pueblo,no el de los medios y los ricos de este país… https://t.co/z6MWfcJ4bX;| segu caracol  solo critic candidat  candidat puebl no medi ric pais    |2
Anonymous Venezuela en Twitter: ;Sí Maduro hubiese hecho una criptomomeda real de repente no hubiese sido ni mala idea, pero las criptomomedas son descentralizadas y él con el Petro solo está vendiendo una especie de bonos de deuda. Deuda que jamás va a pagar.;| Sí madur criptomomed real no mal ide  criptomomed descentraliz petr vend especie bon deud  deud jamas pag      |3
Alex en Twitter: ;Yo no sé quién es peor si Petro o Duque.  Saquito de embuste y el títere;| no quien peor petr duque   saquit embuste titere   |-1
Victoria Rubiano en Twitter: ;RELAX PUEDEN IRSE A DORMIR, NOSOTROS TRABAJANDO 1+3… ;| relax dorm  trabaj         |0
Colombia Humana Internacional en Twitter: ;Hoy somos una fuerza representada en 3 millones de ciudadanos y ciudadanas, pronto seremos la fuerza que cambiará el rumbo de nuestro país, la historia de nuestra nación será contada desde la humildad la sensatez y la dignidad,  @petrogustavo nuestro Presidente… https://t.co/KGOi2q2ThI;| fuerz represent ciudadan ciudadan  pront seremos fuerz cambi rumb pais  histori nacion cont humild sensatez dignid   @petrogustav presidente     |5
El Gran David Ricardo en Twitter: ;Amaneciste aún ebrio Gustavito ;mal libretista; Bolívar. Deja de pedir perico como Hollman Morris porque te está haciendo daño. Tu rostro refleja el exceso del vicio.… https://t.co/42H132Eauu;| amanec ebri gustavit  mal libret  boliv  dej ped peric hollm morris dañ  rostr reflej exces vici        |-5
elaguafiestas en Twitter: ;No será más bien incautos?… ;| No más bien incaut      |0
HUMANIDAD 2018 en Twitter: ;En vez de atacar a @petrogustavo @angelamrobledo y a los más de 3 millones de seguidores de @ColombiaHumana_ porque NO defienden la Libertad Periodística que AUV amenaza;Son incapaces de proponer algo sin atacar a PETRO;@HOLLMANMORRIS @intiasprilla @JorgeIvanOspina… https://t.co/IV2y3wzLZw;| atac @petrogustav @angelamrobled más seguidores @colombiahumana_ NO defienden libert periodist auv amenaz incapaces propon atac petr @hollmanmorris @intiasprill @jorgeivanospin    |1
💐🌼❤NANACHAGU🌞📚 en Twitter: ;Que Petro no es de las FARC????  Y ahora con Angela Robledo.  La dupla más Fariana para donde?… ;| petr no farc      robled   dupl más farian      |-4
Gener Usuga en Twitter: ;Defenderse en libertad? Esta en la calle pero no quedo libre???  Te invito a #LaBodegaDePetro , también tenemos biblioteca.  Un abrazo… https://t.co/3TOzjjpIaQ;| defenderse libert  calle no qued libre     invit #labodegadepetr   bibliotec   abraz      |3
Eneyda en Twitter: ;Se ha preguntado por qué los millones de colombianos que viven en Venezuela no han regresado?. O por qué una cantidad importante de colombianos, incluyendo jóvenes con educación superior, huyen a otros países?.… https://t.co/MKU0zq4ow2;| pregunt viven venezuel no regres   cantid import  incluyend jovenes educ superior  huyen paises      |4
Karol 🇨🇴 en Twitter: ;Dice #AngelaRobledoLaVice que Gustavo y ella tienen una hoja de vida ;intachable; Señora, INDULTO no es INOCENCIA, permítame recordarle que Petro pertenecío a un grupo terrorista, que cometió crímenes, así es que la hoja de vida de él esta tan limpia como el rió Bogotá.… https://t.co/dko9hdc98f;| #angelarobledolavice gustav vid  intach  señor  indult no inocente  permitame recordarle petr perteneci grup terror  comet crimenes  vid limpi rio bogot     |-4
valle_D_upar 💎 en Twitter: ;#Petrificados ;;Magistral columna de @DCoronell e inoportuna para #LaBodegaDePetro;;https://t.co/Oxc44KH788 https://t.co/giTFgqF5sr;| #petrific   magistral column @dcoronell inoportun #labodegadepetr    |3
Rurouni Orenji en Twitter: ;😏;- EEUU cambió de Tillersón a Pompeo (de Mazinger a Mazinkaiser);- Maduro es colombiano (👍);- EEUU no comprará más petróleo a Venzuela;- ONU no recibió a Falcón (MUD);- Almagro rechazó a Falcón (MUD) y dijo que el Régimen era Narcotraficante;- Petro se fue a pique;| 😏 eeuu camb tillerson pompe (de mazing mazinkaiser) madur (👍) eeuu no compr más petrole venzuel onu no recib falcon (mud) almagr rechaz falcon (mud) regimen narcotrafic petr pique   |-1
GUERRA en Twitter: ;Infórmate!!;#PetroPresidente @petrogustavo 🙌💪😀… ;| informate   #petropresidente @petrogustav 🙌💪😀     |5
Omar López en Twitter: ;Doctor @petrogustavo y doctora @angelamrobledo excelente decisión, la colación que se necesita es con el pueblo colombiano no con ningún partido. Amino, éxitos y que viva #ColombiaHumana;| doctor @petrogustav doctor @angelamrobled excelente decision  colacion necesit puebl no ningun part   exit viv #colombiahuman    |3
JAIME NEIRA NEIRA en Twitter: ;#NosUnimosONosHundimos ¿Firmaría Usted este pedido a @petrogustavo, @sergio_fajardo, @DeLaCalleHum, @piedadcordoba, @carlosecaicedo, @ClaraLopezObre? Yo firme, firme Usted y de RT y un Me gusta @PartidoVerdeCoL @PartidoLiberal @ColombiaHumana_ @compromisociu @PoloDemocratico @hrw… https://t.co/BCiFKK8v7Y;| #nosunimosonoshund  firm usted ped @petrogustav  @sergio_fajard  @delacallehum  @piedadcordob  @carlosecaiced  @claralopezobre  firme  firme usted gust @partidoverdecol @partidoliberal @colombiahumana_ @compromisociu @polodemocrat    |5
Miguel Lacouture A® en Twitter: ;Así o más Claro?, Ella es la Vicepresidente de el Candidato .@ColombiaHumana_ , él es .@TimoFARC, el de @FARC_EPueblo necesitas alguna explicación adicional?. O son ellos o somos nosotros.… https://t.co/mwEhMDnrLu;| asi más clar   ella vicepresidente candidat  @colombiahumana_    @timofarc  @farc_epuebl necesit explic adicional       |-4
Oscar Montes Patrón en Twitter: ;Dios la bendiga mi admirada @AidaAvellaE #PetroPresidente… ;| dios bendig admir @aidaavellae #petropresidente     |5
Noticias Caracol en Twitter: ;#ColombiaDecide “Creo que Petro es un candidato muy peligroso”: Mario Vargas Llosa https://t.co/2yDqfMXBt5;| #colombiadecide “cre petr candidat peligroso”    |-3
Resistencia Democrática en Twitter: ;La izquirda se esta definiendo entre radicales @petrogustavo , @angelamrobledo @IvanCepedaCast @intiasprilla y los de centro @JERobledo @ClaudiaLopez y @sergio_fajardo. Una unión la veo dificil y de llegar Petro a segunda no tiene nada que hacer contra Duque o VLL.… https://t.co/C5AAs9n1Nd;| izquird defin radicales @petrogustav   @angelamrobled @ivancepedacast @intiasprill centr @jerobled @claudialopez @sergio_fajard  union dificil lleg petr no nada duque vll     |3
m u c h a c h a en Twitter: ;Con Angela Robledo como fórmula vicepresidencial ahora sí que me reciban en la bodega de Petro.;| robled formul sí recib _la_bodega_de_Petro    |5
HERNANDO A ARANZAZU en Twitter: ;Será muy divertido ver las fórmulas vicepresidenciales de los izquierdistas Petro y Fajardo, @angelamrobledo y @ClaudiaLopez, agarradas cómo un par dé verduleras.;| divert formul vicepresidenciales izquierd petr fajard  @angelamrobled @claudialopez  agarr como par verduler       |-5
Mario  Gallo.                             ULTOV 84 en Twitter: ;El NarcoTerrorista Gustavo Petro nombra como su formula vicepresidencial a Ángela María Robledo, quien puede ser la integrante viva mas antigua de los NarcoTerroristas FARC.;#LaFormulaDeLasFarc… https://t.co/LEw0nEjyTA;| narcoterror _gustavo_petro nombr formul angel  integr viv antigu narcoterror farc  #laformuladelasfarc     |-5
Nelson chaparro en Twitter: ;Pobre de cerebro obviamente… ;| pobre cerebr obvi     |-5
Ronald Camacho en Twitter: ;Y quien dividió la izquierda fue petro hay q tener memoria… https://t.co/tk2vgaYgmb;| divid izquierd petr memori    |0
Antonio Uribe en Twitter: ;Eso es falso.;;Que curioso!¡;Con el M19 y Petro, los cristianos ganaron en la CONSTITUCIÓN DEL 1991 en el artículo 19: ;La Libertad de Culto; y sin embargo, hoy la mayoría de cristianos apoyan al que quiere JODERLOS.;:V… https://t.co/t5FWMxQ3jY;| fals   curios   m19 petr  cristian gan constitu del 1991 articul   libert cult   mayor cristian apoy joderl          |4
Revista Semana en Twitter: ;#ColombiaDecide : ;un tinto”, piden Jóvenes a Fajardo, Petro y De la Calle https://t.co/QwQjZuXiMD… ;| #colombiadecide     jovenes fajard  petr _de_la_calle      |5
CamiloErnestoBonilla en Twitter: ;Del pueblo? Pegándole coscorrones al pueblo y siendo un Reyezuelo déspota!!! Este tipo y Petro son la misma cosa en diferentes ideologías, ambos un peligro para el pais.… https://t.co/n3FbTsbEgh;| puebl  pegandole coscorrones puebl reyezuel despot    tip petr cos diferentes ideolog  peligr pais       |-3
SIN MIEDO🥑 en Twitter: ;Yo no temo a @AlvaroUribeVel ; yo no voto con miedo, yo voto con criterio. @petrogustavo #PetroPresidente;| no tem @alvarouribevel   no vot mied  vot criteri  @petrogustav #petropresidente   |5
LeIdY RoJas Luna en Twitter: ;Sean falsas o no estas cuentas, son un claro ejemplo de la falta de mente de este señor @petrogustavo que triste que hayan personas como ud, que lo único que generan es odio y violencia.… https://t.co/Pdxo53jJ8k;| fals no cuent  clar falt mente señor @petrogustav triste person  unic gener odi violenci       |-2
Camila Cáceres en Twitter: ;La esperanza de Colombia es la unión de @sergio_fajardo y @DeLaCalleHum, pero JAMÁS junto a @petrogustavo.;| esper union @sergio_fajard @delacallehum  jamas @petrogustav    |4
PIERRE ALEE en Twitter: ;Ordenar el territorio alrededor del agua, gobernanza por el agua propuesta de @petrogustavo @angelamrobledo para la @ColombiaHumana_ https://t.co/7YsbaFbxca #PetroPresidente #AngelaRobledoLaVice;| orden territori alrededor agu  gobern agu propuest @petrogustav @angelamrobled @colombiahumana_ #petropresidente #angelarobledolavice   |5
Javier Medina Ardila en Twitter: ;Ahi le respondio a Bolivar no a Petro… ;| ahi respondi boliv no petr     |0
Don Gust en Twitter: ;El de petro usando la imagen de Nairo… ;| petr usand      |0
Yo Opino en Twitter: ;Cuente con mi apoyo Doctor @petrogustavo tengo depositadas en usted todas mis esperanzas de un país mejor, sin más niños muriendo de hambre, por educación, medio ambiente y muchas cosas más #PetroPresidente… https://t.co/enqSgOP9Ey;| cuente apoy doctor @petrogustav deposit esper pais mejor  más niñ mur hambre  educ  ambiente más #petropresidente    |5
Iván Potier Hurtado en Twitter: ;Fajardo cómo está, tampoco llega a Palacio...en nombre de la RECONCILIACIÓN es urgente la Coalición con Petro y Partidos emergentes...Salven a Colombia, NI IZQUIERDA, NI DERECHA.. COLOMBIA ES LA PRIORIDAD.… https://t.co/W4O8NhRmuN;| fajard  lleg palaci   nombre reconcili urgente coalicion petr part emergentes   salven  NI izquierd  NI derech   priorid           |5
Casa de la Mujer en Twitter: ;La Casa de la Mujer exalta y celebra la elección de Angela María Robledo como fórmula vicepresidencial de Gustavo Petro. ;;Angela es una congresista honesta comprometida con los derechos de las mujeres y la justicia social.… https://t.co/krzTba6aLg;| cas muj exalt celebr eleccion angel formul _gustavo_petro    congres honest compromet derech mujeres justici social      |5
Sofy Casas en Twitter: ;Les presento al país garante de la ;paz; de JMSantos y los grandes amigos de Gustavo Petro y NarcoTerroristas Farc. #DiosNosLibre de esta plaga mal llamada Socialismo del SXXI.… https://t.co/clUFfOBfyu;| present pais garante  paz  jmsant grandes amig _gustavo_petro narcoterror farc  #diosnoslibre plag mal social      |-5
John Milton Jr en Twitter: ;Ya @petrogustavo le está expropiando los papás a Nairo… ;| @petrogustav expropi papas     |0
Carlos Díaz Bruno ن en Twitter: ;#SuyitLuchaPorSuAmor;@AmorEnGuerraArg;@SeyitEminofArg;@SuraVjskArg;@Celil_KamilOF;@petro_borinsky;@KivancT_Arg ;@t_k_t_fan_arg ;@De_todo_kivanc;;Instantes..., súper-producción de la exitosa serie turca producida por @ayyapim con @kivanctatlitug @fzaofficial talentosos actores!!… https://t.co/nVKpvT0Q9A;| #suyitluchaporsuamor @amorenguerraarg @seyiteminofarg @suravjskarg @celil_kamilof @petro_borinsky @kivanct_arg  @t_k_t_fan_arg  @de_todo_kivanc  instantes     super-produccion exit serie produc @ayyapim @kivanctatlitug @fzaofficial talent actores       |4
luis alberto baos pa en Twitter: ;Vamos puerto nariño amazonas...petro presidente… ;| vam puert nariñ amazon   petr presidente     |5
Mafe Carrascal en Twitter: ;El uribismo pescando en río revuelvo. ¿Ven @DeLaCalleHum, @sergio_fajardo, @petrogustavo? #ElPaísPrimero #NosUnimosONosHundimos… https://t.co/gf9Ueb6ORe;| urib pesc rio revuelv   ven @delacallehum  @sergio_fajard  @petrogustav  #elpaisprimer #nosunimosonoshund     |5
100% Revolución en rebeldía en Twitter: ;No puede haber en el mundo imperio que pare nuestro avance hacia la recuperación y consolidación de nuestra economía, el Petro con sustento en nuestros recursos minerales va es Pa&#39;lante y hace temblar al dólar puruliento, con Venezuela NO TE METAS #TodosSomosVenezuela… https://t.co/cfMgwINg5I;| No mund imperi pare avance recuper consolid econom  petr sustent recurs minerales lante tembl dolar purulient  venezuel NO met #todossomosvenezuel        |4
jose fernando arisjj en Twitter: ;SEMANA.   ES.  UN. PASQUÍN.   OBORNADO. POR.  SANTOS.  Y.   LAS.  FARC ,PETRO.   CANDIDATO.  DE.   LAS.   FARC .… https://t.co/WqbMxdfWtZ;| seman       pasquin    oborn    sant        farc  petr    candidat         farc         |-4
Donatello en Twitter: ;Nosotros los votantes tenemos el poder sabemos que el líder de carácter que se necesita es @petrogustavo no necesitamos que @DeLaCalleHum @sergio_fajardo @fajary menos @ClaudiaLopez  digan por quien votar votemos todos por Petro es nuestra última esperanza para cambiar… https://t.co/ofLkM5c07x;| nosotr votantes lider caract necesit @petrogustav no necesit @delacallehum @sergio_fajard @fajary @claudialopez  dig vot votem petr ultim esper cambi    |3
Álvaro Uribe Senador en Twitter: ;Si @DeLaCalleHum y @sergio_fajardo se unen a campaña de @petrogustavo ¿Liberales y Progresistas nos devuelven la plata de sus consultas internas?, ¿o se las van a robar como Farc se robó 5.500 Millones de pesos?;| Si @delacallehum @sergio_fajard unen campañ @petrogustav  liberales progres devuelven plat consult intern    rob farc rob        |-2
PIERRE ALEE en Twitter: ;Gracias a @DanielSamperO @DCoronell por reconocer en sus escritos que @petrogustavo @angelamrobledo es la fórmula alternativa ganadora en primera vuelta, los esperamos en la segunda llamando a la unidad #PetroPresidente #AngelaRobledoLaVice;| graci @danielsamper @dcoronell reconoc escrit @petrogustav @angelamrobled formul alternat ganador  esper llam unid #petropresidente #angelarobledolavice    |5
Jair Peña en Twitter: ;El Sr. @petrogustavo ahora se compara con Álvaro Gómez Hurtado, creo que confunde ser un estatista con ser un ESTADISTA.… https://t.co/ARAa1tRyts;| Sr  @petrogustav comp alvar  cre confunde estat estad       |2
